category,nattacks,nkilled,nkilledter,nwounded,nwoundedter,subcategory,subtype,type
Country,1.0,0.0,0.0,2.0,0.0,Malaysia,Maritime,Target Type
Country,3.0,8.0,0.0,0.0,0.0,Malaysia,Military,Target Type
Country,7.0,9.0,0.0,2.0,0.0,Malaysia,Police,Target Type
Country,21.0,5.0,0.0,17.0,0.0,Malaysia,Private Citizens & Property,Target Type
Country,3.0,0.0,0.0,2.0,0.0,Malaysia,Religious Figures/Institutions,Target Type
Country,2.0,0.0,0.0,0.0,0.0,Malaysia,Tourists,Target Type
Country,9.0,14.0,0.0,42.0,0.0,Malaysia,Transportation,Target Type
Country,5.0,0.0,0.0,4.0,0.0,Maldives,Government (General),Target Type
Country,3.0,0.0,0.0,0.0,0.0,Maldives,Journalists & Media,Target Type
Country,7.0,0.0,0.0,0.0,0.0,Maldives,Private Citizens & Property,Target Type
Country,1.0,0.0,0.0,12.0,0.0,Maldives,Tourists,Target Type
Country,2.0,0.0,0.0,0.0,0.0,Mali,Airports & Aircraft,Target Type
Country,8.0,36.0,2.0,19.0,0.0,Mali,Business,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Mali,Educational Institution,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Mali,Food or Water Supply,Target Type
Country,74.0,89.0,19.0,214.0,4.0,Mali,Government (Diplomatic),Target Type
Country,18.0,58.0,28.0,146.0,62.0,Mali,Government (General),Target Type
Country,4.0,2.0,0.0,2.0,0.0,Mali,Journalists & Media,Target Type
Country,2.0,0.0,0.0,14.0,0.0,Mali,Maritime,Target Type
Country,80.0,306.0,105.0,204.0,41.0,Mali,Military,Target Type
Country,9.0,10.0,0.0,5.0,0.0,Mali,NGO,Target Type
Country,1.0,1.0,0.0,0.0,0.0,Mali,Other,Target Type
Country,5.0,8.0,2.0,3.0,0.0,Mali,Police,Target Type
Country,70.0,177.0,20.0,128.0,1.0,Mali,Private Citizens & Property,Target Type
Country,6.0,1.0,0.0,0.0,0.0,Mali,Religious Figures/Institutions,Target Type
Country,5.0,31.0,6.0,1.0,0.0,Mali,Terrorists/Non-State Militia,Target Type
Country,3.0,2.0,0.0,1.0,0.0,Mali,Tourists,Target Type
Country,6.0,8.0,0.0,38.0,0.0,Mali,Transportation,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Malta,Airports & Aircraft,Target Type
Country,4.0,0.0,0.0,0.0,0.0,Malta,Business,Target Type
Country,3.0,0.0,0.0,0.0,0.0,Malta,Government (Diplomatic),Target Type
Country,2.0,0.0,0.0,0.0,0.0,Malta,Government (General),Target Type
Country,1.0,0.0,0.0,0.0,0.0,Malta,Police,Target Type
Country,4.0,2.0,0.0,1.0,0.0,Malta,Private Citizens & Property,Target Type
Country,2.0,0.0,0.0,0.0,0.0,Malta,Religious Figures/Institutions,Target Type
Country,1.0,1.0,0.0,0.0,0.0,Malta,Terrorists/Non-State Militia,Target Type
Country,1.0,0.0,0.0,11.0,0.0,Malta,Tourists,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Martinique,Airports & Aircraft,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Martinique,Business,Target Type
Country,4.0,0.0,0.0,0.0,0.0,Martinique,Government (General),Target Type
Country,1.0,0.0,0.0,0.0,0.0,Martinique,Journalists & Media,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Martinique,Police,Target Type
Country,2.0,0.0,0.0,0.0,0.0,Martinique,Private Citizens & Property,Target Type
Country,1.0,0.0,0.0,1.0,0.0,Martinique,Telecommunication,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Mauritania,Airports & Aircraft,Target Type
Country,1.0,2.0,0.0,0.0,0.0,Mauritania,Business,Target Type
Country,1.0,1.0,0.0,0.0,0.0,Mauritania,Educational Institution,Target Type
Country,2.0,1.0,1.0,3.0,0.0,Mauritania,Government (Diplomatic),Target Type
Country,1.0,0.0,0.0,0.0,0.0,Mauritania,Government (General),Target Type
Country,4.0,36.0,6.0,24.0,0.0,Mauritania,Military,Target Type
Country,1.0,0.0,0.0,1.0,0.0,Mauritania,NGO,Target Type
Country,2.0,1.0,0.0,0.0,0.0,Mauritania,Police,Target Type
Country,1.0,2.0,0.0,0.0,0.0,Mauritania,Tourists,Target Type
Country,2.0,0.0,0.0,1.0,0.0,Mauritius,Government (General),Target Type
Country,2.0,0.0,0.0,6.0,0.0,Mexico,Airports & Aircraft,Target Type
Country,110.0,99.0,3.0,185.0,0.0,Mexico,Business,Target Type
Country,6.0,1.0,0.0,2.0,0.0,Mexico,Educational Institution,Target Type
Country,20.0,2.0,0.0,2.0,0.0,Mexico,Government (Diplomatic),Target Type
Country,79.0,82.0,1.0,46.0,0.0,Mexico,Government (General),Target Type
Country,40.0,25.0,0.0,14.0,0.0,Mexico,Journalists & Media,Target Type
Country,1.0,1.0,0.0,0.0,0.0,Mexico,Maritime,Target Type
Country,19.0,29.0,7.0,44.0,0.0,Mexico,Military,Target Type
Country,5.0,1.0,0.0,0.0,0.0,Mexico,NGO,Target Type
Country,1.0,8.0,0.0,6.0,0.0,Mexico,Other,Target Type
Country,60.0,118.0,0.0,103.0,0.0,Mexico,Police,Target Type
Country,104.0,360.0,0.0,184.0,0.0,Mexico,Private Citizens & Property,Target Type
Country,4.0,1.0,0.0,3.0,0.0,Mexico,Religious Figures/Institutions,Target Type
Country,2.0,2.0,0.0,0.0,0.0,Mexico,Tourists,Target Type
Country,18.0,0.0,0.0,75.0,0.0,Mexico,Transportation,Target Type
Country,5.0,0.0,0.0,0.0,0.0,Mexico,Utilities,Target Type
Country,11.0,8.0,0.0,4.0,0.0,Mexico,Violent Political Party,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Moldova,Business,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Moldova,Government (Diplomatic),Target Type
Country,3.0,1.0,0.0,0.0,0.0,Moldova,Government (General),Target Type
Country,1.0,0.0,0.0,0.0,0.0,Moldova,Journalists & Media,Target Type
Country,7.0,8.0,0.0,27.0,0.0,Moldova,Police,Target Type
Country,3.0,2.0,0.0,51.0,0.0,Moldova,Private Citizens & Property,Target Type
Country,2.0,0.0,0.0,0.0,0.0,Moldova,Transportation,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Moldova,Utilities,Target Type
Country,3.0,0.0,0.0,0.0,0.0,Montenegro,Journalists & Media,Target Type
Country,1.0,1.0,0.0,0.0,0.0,Montenegro,Private Citizens & Property,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Montenegro,Religious Figures/Institutions,Target Type
Country,10.0,41.0,10.0,119.0,0.0,Morocco,Business,Target Type
Country,3.0,2.0,2.0,13.0,0.0,Morocco,Educational Institution,Target Type
Country,4.0,0.0,0.0,1.0,0.0,Morocco,Government (Diplomatic),Target Type
Country,3.0,3.0,0.0,0.0,0.0,Morocco,Government (General),Target Type
Country,5.0,210.0,0.0,0.0,0.0,Morocco,Military,Target Type
Country,2.0,3.0,3.0,21.0,0.0,Morocco,Police,Target Type
Country,4.0,25.0,2.0,44.0,0.0,Morocco,Private Citizens & Property,Target Type
Country,1.0,1.0,1.0,0.0,0.0,Morocco,Tourists,Target Type
Country,1.0,2.0,0.0,0.0,0.0,Mozambique,Airports & Aircraft,Target Type
Country,19.0,282.0,5.0,30.0,0.0,Mozambique,Business,Target Type
Country,3.0,1.0,0.0,0.0,0.0,Mozambique,Educational Institution,Target Type
Country,2.0,70.0,0.0,19.0,0.0,Mozambique,Food or Water Supply,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Mozambique,Government (Diplomatic),Target Type
Country,14.0,104.0,0.0,119.0,0.0,Mozambique,Government (General),Target Type
Country,2.0,2.0,0.0,1.0,0.0,Mozambique,Journalists & Media,Target Type
Country,2.0,0.0,0.0,0.0,0.0,Mozambique,Maritime,Target Type
Country,34.0,335.0,2.0,153.0,0.0,Mozambique,Military,Target Type
Country,3.0,1.0,0.0,1.0,0.0,Mozambique,NGO,Target Type
Country,6.0,27.0,1.0,26.0,3.0,Mozambique,Police,Target Type
Country,81.0,1136.0,0.0,542.0,0.0,Mozambique,Private Citizens & Property,Target Type
Country,5.0,3.0,0.0,2.0,0.0,Mozambique,Religious Figures/Institutions,Target Type
Country,45.0,514.0,0.0,406.0,0.0,Mozambique,Transportation,Target Type
Country,18.0,20.0,0.0,0.0,0.0,Mozambique,Utilities,Target Type
Country,5.0,11.0,0.0,3.0,0.0,Mozambique,Violent Political Party,Target Type
Country,2.0,0.0,0.0,0.0,0.0,Myanmar,Airports & Aircraft,Target Type
Country,37.0,56.0,1.0,134.0,0.0,Myanmar,Business,Target Type
Country,2.0,12.0,0.0,133.0,0.0,Myanmar,Educational Institution,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Myanmar,Government (Diplomatic),Target Type
Country,28.0,28.0,0.0,44.0,0.0,Myanmar,Government (General),Target Type
Country,2.0,0.0,0.0,0.0,0.0,Myanmar,Journalists & Media,Target Type
Country,8.0,17.0,0.0,24.0,0.0,Myanmar,Maritime,Target Type
Country,32.0,220.0,9.0,147.0,0.0,Myanmar,Military,Target Type
Country,2.0,1.0,0.0,6.0,0.0,Myanmar,NGO,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Myanmar,Other,Target Type
Country,15.0,89.0,1.0,79.0,0.0,Myanmar,Police,Target Type
Country,64.0,158.0,0.0,534.0,0.0,Myanmar,Private Citizens & Property,Target Type
Country,43.0,57.0,1.0,75.0,0.0,Myanmar,Religious Figures/Institutions,Target Type
Country,2.0,1.0,0.0,3.0,0.0,Myanmar,Telecommunication,Target Type
Country,6.0,15.0,0.0,9.0,0.0,Myanmar,Terrorists/Non-State Militia,Target Type
Country,2.0,0.0,0.0,1.0,0.0,Myanmar,Tourists,Target Type
Country,41.0,60.0,0.0,131.0,0.0,Myanmar,Transportation,Target Type
Country,14.0,6.0,0.0,17.0,0.0,Myanmar,Utilities,Target Type
Country,1.0,0.0,0.0,2.0,0.0,Namibia,Airports & Aircraft,Target Type
Country,26.0,35.0,0.0,183.0,0.0,Namibia,Business,Target Type
Country,4.0,2.0,0.0,0.0,0.0,Namibia,Educational Institution,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Namibia,Food or Water Supply,Target Type
Country,4.0,1.0,0.0,0.0,0.0,Namibia,Government (Diplomatic),Target Type
Country,18.0,8.0,0.0,18.0,0.0,Namibia,Government (General),Target Type
Country,4.0,13.0,5.0,25.0,0.0,Namibia,Journalists & Media,Target Type
Country,7.0,63.0,0.0,21.0,0.0,Namibia,Military,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Namibia,NGO,Target Type
Country,7.0,9.0,3.0,3.0,0.0,Namibia,Police,Target Type
Country,45.0,64.0,0.0,105.0,0.0,Namibia,Private Citizens & Property,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Namibia,Telecommunication,Target Type
Country,1.0,3.0,0.0,4.0,0.0,Namibia,Tourists,Target Type
Country,6.0,5.0,0.0,20.0,0.0,Namibia,Transportation,Target Type
Country,4.0,0.0,0.0,2.0,0.0,Namibia,Utilities,Target Type
Country,2.0,0.0,0.0,5.0,0.0,Namibia,Violent Political Party,Target Type
Country,13.0,28.0,0.0,2.0,0.0,Nepal,Airports & Aircraft,Target Type
Country,77.0,20.0,7.0,106.0,0.0,Nepal,Business,Target Type
Country,40.0,6.0,0.0,33.0,0.0,Nepal,Educational Institution,Target Type
Country,3.0,0.0,0.0,0.0,0.0,Nepal,Food or Water Supply,Target Type
Country,7.0,2.0,0.0,2.0,0.0,Nepal,Government (Diplomatic),Target Type
Country,218.0,774.0,521.0,572.0,200.0,Nepal,Government (General),Target Type
Country,16.0,3.0,0.0,11.0,0.0,Nepal,Journalists & Media,Target Type
Country,24.0,464.0,84.0,159.0,0.0,Nepal,Military,Target Type
Country,6.0,0.0,0.0,4.0,0.0,Nepal,NGO,Target Type
Country,95.0,422.0,89.0,349.0,15.0,Nepal,Police,Target Type
Country,209.0,130.0,2.0,373.0,0.0,Nepal,Private Citizens & Property,Target Type
Country,15.0,8.0,0.0,50.0,0.0,Nepal,Religious Figures/Institutions,Target Type
Country,8.0,1.0,0.0,2.0,0.0,Nepal,Telecommunication,Target Type
Country,5.0,5.0,3.0,7.0,7.0,Nepal,Terrorists/Non-State Militia,Target Type
Country,2.0,0.0,0.0,4.0,0.0,Nepal,Tourists,Target Type
Country,66.0,53.0,0.0,292.0,0.0,Nepal,Transportation,Target Type
Country,2.0,0.0,0.0,2.0,0.0,Nepal,Utilities,Target Type
Country,74.0,19.0,3.0,31.0,0.0,Nepal,Violent Political Party,Target Type
Country,6.0,1.0,1.0,4.0,0.0,Netherlands,Airports & Aircraft,Target Type
Country,30.0,3.0,0.0,4.0,0.0,Netherlands,Business,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Netherlands,Educational Institution,Target Type
Country,24.0,1.0,0.0,9.0,1.0,Netherlands,Government (Diplomatic),Target Type
Country,20.0,11.0,1.0,23.0,0.0,Netherlands,Government (General),Target Type
Country,1.0,0.0,0.0,0.0,0.0,Netherlands,Journalists & Media,Target Type
Country,5.0,3.0,0.0,3.0,0.0,Netherlands,Military,Target Type
Country,2.0,0.0,0.0,0.0,0.0,Netherlands,NGO,Target Type
Country,2.0,0.0,0.0,3.0,0.0,Netherlands,Police,Target Type
Country,10.0,3.0,0.0,4.0,1.0,Netherlands,Private Citizens & Property,Target Type
Country,6.0,0.0,0.0,0.0,0.0,Netherlands,Religious Figures/Institutions,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Netherlands,Telecommunication,Target Type
Country,2.0,0.0,0.0,0.0,0.0,Netherlands,Transportation,Target Type
Country,3.0,0.0,0.0,0.0,0.0,Netherlands,Utilities,Target Type
Country,7.0,0.0,0.0,0.0,0.0,New Caledonia,Business,Target Type
Country,3.0,0.0,0.0,11.0,0.0,New Caledonia,Educational Institution,Target Type
Country,4.0,2.0,0.0,0.0,0.0,New Caledonia,Government (General),Target Type
Country,1.0,0.0,0.0,0.0,0.0,New Caledonia,Journalists & Media,Target Type
Country,1.0,0.0,0.0,0.0,0.0,New Caledonia,Military,Target Type
Country,6.0,21.0,0.0,9.0,0.0,New Caledonia,Police,Target Type
Country,6.0,1.0,0.0,2.0,0.0,New Caledonia,Private Citizens & Property,Target Type
Country,2.0,10.0,0.0,0.0,0.0,New Caledonia,Violent Political Party,Target Type
Country,1.0,0.0,0.0,0.0,0.0,New Hebrides,Journalists & Media,Target Type
Country,2.0,0.0,0.0,0.0,0.0,New Zealand,Business,Target Type
Country,3.0,0.0,0.0,0.0,0.0,New Zealand,Government (Diplomatic),Target Type
Country,5.0,0.0,0.0,0.0,0.0,New Zealand,Government (General),Target Type
Country,1.0,0.0,0.0,0.0,0.0,New Zealand,Police,Target Type
Country,6.0,0.0,0.0,2.0,0.0,New Zealand,Private Citizens & Property,Target Type
Country,8.0,11.0,0.0,5.0,0.0,Nicaragua,Airports & Aircraft,Target Type
Country,176.0,293.0,12.0,136.0,1.0,Nicaragua,Business,Target Type
Country,13.0,11.0,0.0,17.0,0.0,Nicaragua,Educational Institution,Target Type
Country,3.0,1.0,0.0,0.0,0.0,Nicaragua,Food or Water Supply,Target Type
Country,14.0,0.0,0.0,0.0,0.0,Nicaragua,Government (Diplomatic),Target Type
Country,179.0,232.0,14.0,138.0,1.0,Nicaragua,Government (General),Target Type
Country,26.0,13.0,0.0,4.0,0.0,Nicaragua,Journalists & Media,Target Type
Country,25.0,9.0,0.0,35.0,0.0,Nicaragua,Maritime,Target Type
Country,689.0,5363.0,15.0,624.0,0.0,Nicaragua,Military,Target Type
Country,4.0,5.0,0.0,0.0,0.0,Nicaragua,NGO,Target Type
Country,5.0,22.0,0.0,1.0,0.0,Nicaragua,Other,Target Type
Country,52.0,71.0,2.0,41.0,3.0,Nicaragua,Police,Target Type
Country,185.0,1062.0,0.0,207.0,0.0,Nicaragua,Private Citizens & Property,Target Type
Country,16.0,4.0,0.0,0.0,0.0,Nicaragua,Religious Figures/Institutions,Target Type
Country,7.0,0.0,0.0,0.0,0.0,Nicaragua,Telecommunication,Target Type
Country,10.0,9.0,0.0,13.0,0.0,Nicaragua,Terrorists/Non-State Militia,Target Type
Country,43.0,37.0,0.0,71.0,0.0,Nicaragua,Transportation,Target Type
Country,63.0,71.0,0.0,24.0,0.0,Nicaragua,Utilities,Target Type
Country,10.0,13.0,0.0,49.0,0.0,Nicaragua,Violent Political Party,Target Type
Country,1.0,171.0,0.0,0.0,0.0,Niger,Airports & Aircraft,Target Type
Country,5.0,3.0,1.0,16.0,0.0,Niger,Business,Target Type
Country,3.0,0.0,0.0,0.0,0.0,Niger,Government (Diplomatic),Target Type
Country,9.0,19.0,0.0,10.0,0.0,Niger,Government (General),Target Type
Country,2.0,1.0,0.0,0.0,0.0,Niger,Journalists & Media,Target Type
Country,26.0,408.0,172.0,108.0,1.0,Niger,Military,Target Type
Country,3.0,4.0,0.0,0.0,0.0,Niger,NGO,Target Type
Country,1.0,11.0,2.0,6.0,0.0,Niger,Other,Target Type
Country,11.0,36.0,7.0,20.0,0.0,Niger,Police,Target Type
Country,45.0,476.0,237.0,79.0,0.0,Niger,Private Citizens & Property,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Niger,Telecommunication,Target Type
Country,2.0,1.0,0.0,4.0,0.0,Niger,Tourists,Target Type
Country,3.0,2.0,0.0,8.0,0.0,Niger,Transportation,Target Type
Country,2.0,0.0,0.0,1.0,0.0,Nigeria,Airports & Aircraft,Target Type
Country,239.0,766.0,128.0,534.0,6.0,Nigeria,Business,Target Type
Country,114.0,360.0,38.0,205.0,3.0,Nigeria,Educational Institution,Target Type
Country,9.0,28.0,1.0,82.0,0.0,Nigeria,Government (Diplomatic),Target Type
Country,318.0,605.0,103.0,186.0,3.0,Nigeria,Government (General),Target Type
Country,23.0,35.0,2.0,48.0,1.0,Nigeria,Journalists & Media,Target Type
Country,17.0,53.0,0.0,12.0,3.0,Nigeria,Maritime,Target Type
Country,217.0,1692.0,1012.0,307.0,11.0,Nigeria,Military,Target Type
Country,3.0,5.0,1.0,1.0,0.0,Nigeria,NGO,Target Type
Country,5.0,40.0,0.0,20.0,0.0,Nigeria,Other,Target Type
Country,296.0,1141.0,317.0,410.0,14.0,Nigeria,Police,Target Type
Country,1173.0,11602.0,1675.0,4266.0,33.0,Nigeria,Private Citizens & Property,Target Type
Country,190.0,1068.0,85.0,1300.0,0.0,Nigeria,Religious Figures/Institutions,Target Type
Country,36.0,19.0,0.0,1.0,1.0,Nigeria,Telecommunication,Target Type
Country,14.0,297.0,8.0,40.0,0.0,Nigeria,Terrorists/Non-State Militia,Target Type
Country,51.0,387.0,20.0,599.0,1.0,Nigeria,Transportation,Target Type
Country,52.0,212.0,7.0,13.0,5.0,Nigeria,Utilities,Target Type
Country,27.0,30.0,1.0,21.0,0.0,Nigeria,Violent Political Party,Target Type
Country,1.0,3.0,0.0,4.0,0.0,North Korea,Government (General),Target Type
Country,2.0,0.0,0.0,1.0,0.0,North Yemen,Government (Diplomatic),Target Type
Country,2.0,1.0,0.0,0.0,0.0,North Yemen,Government (General),Target Type
Country,3.0,0.0,0.0,0.0,0.0,Norway,Airports & Aircraft,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Norway,Business,Target Type
Country,6.0,0.0,0.0,5.0,0.0,Norway,Government (Diplomatic),Target Type
Country,1.0,8.0,0.0,15.0,0.0,Norway,Government (General),Target Type
Country,1.0,1.0,0.0,6.0,0.0,Norway,Police,Target Type
Country,4.0,70.0,0.0,61.0,0.0,Norway,Private Citizens & Property,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Norway,Religious Figures/Institutions,Target Type
Country,1.0,0.0,0.0,1.0,0.0,Norway,Terrorists/Non-State Militia,Target Type
Country,57.0,72.0,11.0,268.0,0.0,Pakistan,Airports & Aircraft,Target Type
Country,1073.0,1300.0,42.0,3685.0,10.0,Pakistan,Business,Target Type
Country,893.0,421.0,25.0,843.0,4.0,Pakistan,Educational Institution,Target Type
Country,22.0,16.0,1.0,21.0,0.0,Pakistan,Food or Water Supply,Target Type
Country,96.0,126.0,12.0,321.0,0.0,Pakistan,Government (Diplomatic),Target Type
Country,1033.0,1707.0,93.0,2989.0,9.0,Pakistan,Government (General),Target Type
Country,149.0,74.0,2.0,127.0,0.0,Pakistan,Journalists & Media,Target Type
Country,14.0,4.0,0.0,10.0,0.0,Pakistan,Maritime,Target Type
Country,1428.0,3720.0,1613.0,3987.0,321.0,Pakistan,Military,Target Type
Country,79.0,68.0,0.0,38.0,0.0,Pakistan,NGO,Target Type
Country,23.0,66.0,1.0,79.0,0.0,Pakistan,Other,Target Type
Country,1617.0,2549.0,324.0,4229.0,26.0,Pakistan,Police,Target Type
Country,3085.0,6265.0,161.0,11353.0,27.0,Pakistan,Private Citizens & Property,Target Type
Country,493.0,2153.0,66.0,4134.0,4.0,Pakistan,Religious Figures/Institutions,Target Type
Country,45.0,4.0,1.0,35.0,0.0,Pakistan,Telecommunication,Target Type
Country,319.0,760.0,164.0,653.0,31.0,Pakistan,Terrorists/Non-State Militia,Target Type
Country,10.0,22.0,4.0,39.0,0.0,Pakistan,Tourists,Target Type
Country,631.0,1087.0,23.0,3653.0,6.0,Pakistan,Transportation,Target Type
Country,592.0,31.0,1.0,100.0,2.0,Pakistan,Utilities,Target Type
Country,387.0,568.0,27.0,832.0,6.0,Pakistan,Violent Political Party,Target Type
Country,7.0,21.0,0.0,2.0,0.0,Panama,Airports & Aircraft,Target Type
Country,29.0,2.0,0.0,3.0,0.0,Panama,Business,Target Type
Country,3.0,0.0,0.0,0.0,0.0,Panama,Educational Institution,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Panama,Food or Water Supply,Target Type
Country,7.0,0.0,0.0,0.0,0.0,Panama,Government (Diplomatic),Target Type
Country,28.0,3.0,1.0,12.0,0.0,Panama,Government (General),Target Type
Country,4.0,0.0,0.0,0.0,0.0,Panama,Journalists & Media,Target Type
Country,10.0,6.0,0.0,55.0,0.0,Panama,Military,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Panama,NGO,Target Type
Country,8.0,1.0,0.0,5.0,0.0,Panama,Police,Target Type
Country,14.0,5.0,0.0,5.0,0.0,Panama,Private Citizens & Property,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Panama,Transportation,Target Type
Country,8.0,0.0,0.0,0.0,0.0,Panama,Utilities,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Panama,Violent Political Party,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Papua New Guinea,Airports & Aircraft,Target Type
Country,12.0,6.0,0.0,8.0,0.0,Papua New Guinea,Business,Target Type
Country,2.0,0.0,0.0,1.0,0.0,Papua New Guinea,Educational Institution,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Papua New Guinea,Food or Water Supply,Target Type
Country,3.0,0.0,0.0,0.0,0.0,Papua New Guinea,Government (Diplomatic),Target Type
Country,19.0,22.0,0.0,31.0,0.0,Papua New Guinea,Government (General),Target Type
Country,1.0,0.0,0.0,1.0,0.0,Papua New Guinea,Journalists & Media,Target Type
Country,10.0,26.0,3.0,14.0,1.0,Papua New Guinea,Military,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Papua New Guinea,NGO,Target Type
Country,12.0,14.0,0.0,14.0,0.0,Papua New Guinea,Police,Target Type
Country,8.0,10.0,0.0,10.0,0.0,Papua New Guinea,Private Citizens & Property,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Papua New Guinea,Religious Figures/Institutions,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Papua New Guinea,Telecommunication,Target Type
Country,4.0,0.0,0.0,9.0,0.0,Papua New Guinea,Transportation,Target Type
Country,3.0,0.0,0.0,0.0,0.0,Papua New Guinea,Utilities,Target Type
Country,20.0,17.0,2.0,1.0,0.0,Paraguay,Business,Target Type
Country,1.0,1.0,0.0,0.0,0.0,Paraguay,Educational Institution,Target Type
Country,3.0,2.0,0.0,1.0,0.0,Paraguay,Government (Diplomatic),Target Type
Country,8.0,6.0,0.0,14.0,0.0,Paraguay,Government (General),Target Type
Country,2.0,0.0,0.0,0.0,0.0,Paraguay,Journalists & Media,Target Type
Country,6.0,2.0,0.0,2.0,0.0,Paraguay,Military,Target Type
Country,17.0,11.0,1.0,22.0,1.0,Paraguay,Police,Target Type
Country,10.0,3.0,0.0,1.0,0.0,Paraguay,Private Citizens & Property,Target Type
Country,1.0,0.0,0.0,0.0,0.0,Paraguay,Terrorists/Non-State Militia,Target Type
Country,14.0,0.0,0.0,24.0,0.0,Paraguay,Transportation,Target Type
Country,3.0,0.0,0.0,0.0,0.0,Paraguay,Utilities,Target Type
Country,1.0,15.0,0.0,0.0,0.0,People's Republic of the Congo,Business,Target Type
Country,1.0,0.0,0.0,0.0,0.0,People's Republic of the Congo,Transportation,Target Type
Country,37.0,4.0,0.0,17.0,0.0,Peru,Airports & Aircraft,Target Type
Country,1142.0,314.0,4.0,514.0,4.0,Peru,Business,Target Type
Country,149.0,70.0,0.0,47.0,0.0,Peru,Educational Institution,Target Type
Country,49.0,11.0,1.0,1.0,0.0,Peru,Food or Water Supply,Target Type
Country,116.0,20.0,1.0,110.0,0.0,Peru,Government (Diplomatic),Target Type
Country,976.0,747.0,1.0,609.0,0.0,Peru,Government (General),Target Type
Country,144.0,31.0,0.0,32.0,0.0,Peru,Journalists & Media,Target Type
Country,8.0,12.0,0.0,0.0,0.0,Peru,Maritime,Target Type
Country,454.0,3327.0,22.0,591.0,0.0,Peru,Military,Target Type
Country,13.0,11.0,0.0,3.0,0.0,Peru,NGO,Target Type
Country,721.0,1887.0,70.0,924.0,4.0,Peru,Police,Target Type
Country,951.0,4241.0,13.0,724.0,1.0,Peru,Private Citizens & Property,Target Type
Country,38.0,80.0,0.0,74.0,0.0,Peru,Religious Figures/Institutions,Target Type
Country,56.0,8.0,1.0,21.0,0.0,Peru,Telecommunication,Target Type
Country,29.0,204.0,0.0,15.0,0.0,Peru,Terrorists/Non-State Militia,Target Type
Country,16.0,15.0,1.0,48.0,0.0,Peru,Tourists,Target Type
Country,255.0,138.0,20.0,109.0,0.0,Peru,Transportation,Target Type
Country,589.0,29.0,0.0,9.0,0.0,Peru,Utilities,Target Type
Country,22.0,46.0,6.0,334.0,3.0,Philippines,Airports & Aircraft,Target Type
Country,806.0,591.0,22.0,1886.0,5.0,Philippines,Business,Target Type
Country,124.0,39.0,1.0,134.0,1.0,Philippines,Educational Institution,Target Type
Country,16.0,24.0,15.0,1.0,0.0,Philippines,Food or Water Supply,Target Type
Country,28.0,4.0,1.0,6.0,1.0,Philippines,Government (Diplomatic),Target Type
Country,946.0,965.0,54.0,1104.0,6.0,Philippines,Government (General),Target Type
Country,84.0,60.0,0.0,28.0,0.0,Philippines,Journalists & Media,Target Type
Country,20.0,199.0,1.0,235.0,0.0,Philippines,Maritime,Target Type
Country,1114.0,2403.0,403.0,2030.0,208.0,Philippines,Military,Target Type
Country,20.0,13.0,3.0,13.0,0.0,Philippines,NGO,Target Type
Country,4.0,0.0,0.0,6.0,0.0,Philippines,Other,Target Type
Country,429.0,717.0,58.0,750.0,14.0,Philippines,Police,Target Type
Country,881.0,1482.0,99.0,2818.0,12.0,Philippines,Private Citizens & Property,Target Type
Country,97.0,115.0,4.0,487.0,1.0,Philippines,Religious Figures/Institutions,Target Type
Country,79.0,1.0,1.0,6.0,0.0,Philippines,Telecommunication,Target Type
Country,53.0,98.0,14.0,76.0,0.0,Philippines,Terrorists/Non-State Militia,Target Type
Country,13.0,7.0,0.0,0.0,0.0,Philippines,Tourists,Target Type
Country,175.0,192.0,10.0,835.0,0.0,Philippines,Transportation,Target Type
Country,152.0,14.0,0.0,5.0,0.0,Philippines,Utilities,Target Type
